gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
CFP	775214	NaN	38	190400	41280	0	1	0	0	50	0	2729440	2.779156e-01	1
CD163	665695	608	13	476080	89520	0	1	0	0	50	0	2403280	2.784134e-01	1
LUC7L2	545432	339	30	166800	27600	0	1	0	0	50	0	2321440	2.790007e-01	1
ABHD2	639252	388	22	178000	32240	0	1	0	0	50	2	3011360	2.792011e-01	1
LGALS9	186737	462	-5	146800	30480	0	1	0	0	50	0	1968800	2.794906e-01	1
ASB11	201763	NaN	43	149120	29760	0	1	0	0	50	2	2659200	2.795886e-01	1
BTNL3	893236	602	29	191360	37280	0	1	0	0	50	1	2740880	2.795966e-01	1
FKTN	215248	637	-5	196640	30880	0	1	0	0	50	1	2733840	2.800128e-01	1
IYD	286182	334	29	147520	22240	0	1	0	0	50	1	2187440	2.803949e-01	1
GRIN3B	2387949	206	26	394080	112480	0	1	0	0	50	3	3887920	2.811239e-01	1
CD4	2819394	232	40	188960	37120	0	1	0	0	50	0	2334560	2.812183e-01	1
KIR3DL2	987531	620	-23	184080	40240	0	1	0	0	50	1	2763120	2.813323e-01	1
C20orf96	1010597	348	24	157040	24080	0	1	0	0	50	2	2547600	2.815431e-01	1
ZSCAN16	213170	562	23	146240	23200	0	1	0	0	50	2	2147920	2.818279e-01	1
LRRC66	91954	815	7	357200	67920	0	1	0	0	50	2	2401200	2.839449e-01	1
ATP1B4	484939	NaN	23	152400	24240	0	1	0	0	50	0	1882160	2.865283e-01	1
KCNK6	1467279	253	0	117920	34080	0	1	0	0	50	1	2353600	2.867592e-01	1
GLA	374364	NaN	37	179040	31520	0	1	0	0	50	1	2416480	2.875330e-01	1
ADAMTS18	61971	1102	-26	505280	95360	0	1	0	0	50	1	3113680	2.876461e-01	1
WDR75	413405	503	12	353520	58480	0	1	0	0	50	1	1999120	2.882649e-01	1
CHML	NaN	NaN	NaN	268320	47040	0	1	0	0	50	4	4542800	2.883064e-01	1
CYLD	279624	792	2	401040	68560	0	1	0	0	50	1	2269360	2.883389e-01	1
IL18R1	235438	588	7	229200	37040	0	1	0	0	50	0	2574960	2.884869e-01	1
KIAA1919	364757	424	30	207040	44000	0	1	0	0	50	1	2774400	2.888641e-01	1
C2orf54	1187158	297	30	177600	42240	0	1	0	0	50	0	2481680	2.893132e-01	1
ARPC1B	903923	263	51	155520	29280	0	1	0	0	50	1	2704240	2.895181e-01	1
TIMM50	1410725	230	39	182720	43040	0	1	0	0	50	1	3255920	2.917382e-01	1
FBLN7	NaN	NaN	NaN	177200	38480	0	1	0	0	50	4	4534240	2.921991e-01	1
ZNF764	2214934	142	54	159200	38400	0	1	0	0	50	0	2566240	2.931729e-01	1
MYOF	458453	380	16	865920	157760	0	3	1	0	50	1	2135600	2.955104e-01	1
DUSP11	1051432	404	37	159680	27200	0	1	0	0	50	0	1911920	2.963346e-01	1
QKI	81134	1131	1	153920	30400	0	1	0	0	50	1	2146560	2.965532e-01	1
HSD17B1	1884163	177	38	128400	32720	0	1	0	0	50	2	2798720	2.981470e-01	1
RTDR1	223123	573	53	142320	29360	0	1	0	0	50	1	2050720	2.982475e-01	1
ZNF20	1025728	728	-15	225440	32320	0	1	0	0	50	1	2687920	2.983663e-01	1
TTC8	162049	703	-6	219600	37360	0	1	0	0	50	0	2463120	2.985352e-01	1
CDC20B	222731	430	2	214080	42560	0	1	0	0	50	0	2516560	2.992666e-01	1
TFAP2B	17044	1081	-14	184000	41120	0	1	0	0	50	1	2988000	2.992815e-01	1
COG1	221646	251	-11	397920	82240	0	1	0	0	50	2	2765280	2.997826e-01	1
TCF19	3364017	401	19	132880	34480	0	1	0	0	50	0	1755040	2.997957e-01	1
KRT83	936407	213	42	201840	40720	0	1	0	0	50	0	2712640	3.007174e-01	1
RENBP	2355024	NaN	25	176800	35360	0	1	0	0	50	3	3673280	3.014966e-01	1
P2RX3	923815	191	-3	167200	31520	0	1	0	0	50	0	2097360	3.021130e-01	1
ARMCX1	329999	NaN	8	180400	37520	0	1	0	0	50	1	2360000	3.028664e-01	1
C6orf211	336608	468	30	185920	28800	0	1	0	0	50	1	2216640	3.031772e-01	1
LMOD3	264082	443	20	235360	35200	0	1	0	0	50	0	2582080	3.036228e-01	1
CHST12	792353	251	35	164960	34880	0	1	0	0	50	0	2542000	3.039866e-01	1
PRLHR	613868	617	8	139120	39600	0	1	0	0	50	0	2179440	3.052786e-01	1
SLC4A1	1009890	175	40	365600	84320	0	1	0	0	35	1	2191440	3.061415e-01	1
CPVL	112083	634	7	202240	34400	0	1	0	0	50	1	2553440	3.064698e-01	1
PLD5	75320	854	-18	189280	30080	0	1	0	0	50	1	2321200	3.070486e-01	1
LILRA2	819283	601	-4	194080	43040	0	1	0	0	50	1	2546240	3.081250e-01	1
CNTN3	5646	949	-21	422880	84800	0	1	0	0	50	1	2304000	3.084986e-01	1
RPS6KC1	226813	600	0	443680	77440	0	1	0	0	50	0	1984080	3.087827e-01	1
REC8	974559	220	41	223760	50960	0	1	0	0	50	0	2817520	3.090980e-01	1
CETP	842366	125	52	206880	40160	0	1	0	0	50	1	2718480	3.093055e-01	1
FAM13B	992763	396	39	406960	61360	0	1	0	0	50	0	1796000	3.104636e-01	1
PCGF6	533950	125	43	146320	28240	0	1	0	0	50	1	2012560	3.110457e-01	1
ACTL7B	336944	471	9	163120	37200	0	1	0	0	50	0	2168800	3.112666e-01	1
DCAF8L2	NaN	NaN	NaN	258480	45520	0	1	0	0	50	4	4541280	3.117031e-01	1
ZNF860	NaN	NaN	NaN	266160	37680	0	1	0	0	50	4	4533440	3.119969e-01	1
APOA4	419339	326	36	161840	30000	0	1	0	0	50	1	2370160	3.128849e-01	1
ARSB	203299	452	50	216960	48800	0	1	0	0	50	1	3125520	3.134986e-01	1
SNAPC2	952640	320	27	126640	37040	0	1	0	0	50	3	2393840	3.136566e-01	1
NEU2	410526	294	33	148960	34400	0	1	0	0	50	1	2203600	3.138534e-01	1
SLC13A1	99560	955	-15	243520	51840	0	1	0	0	50	0	2583040	3.142937e-01	1
BMP7	207872	617	-21	177440	33760	0	1	0	0	50	1	2827600	3.145095e-01	1
MBTPS2	93093	NaN	16	210640	45360	0	1	0	0	50	0	2245440	3.145691e-01	1
ATG9A	773232	177	36	338400	73760	0	1	0	0	50	2	2274000	3.162462e-01	1
EFEMP2	3779084	287	42	185200	34320	0	1	0	0	50	0	2326560	3.167662e-01	1
KCNJ16	32643	589	-53	169440	32320	0	1	0	0	50	2	2519760	3.168184e-01	1
GDAP1L1	664405	367	19	150560	29600	0	1	1	0	50	2	2583680	3.173473e-01	1
ING3	105792	514	7	179760	30640	0	1	0	0	50	2	2374720	3.179635e-01	1
ADIPOR1	421206	389	30	152800	32160	0	1	0	0	50	2	2325440	3.185532e-01	1
TTLL13	956589	139	45	191600	34960	0	1	0	0	50	2	2870320	3.186094e-01	1
MYO15A	911350	192	29	1412080	323120	0	2	0	0	50	0	2953280	3.186963e-01	1
SLC25A23	865106	219	33	188080	42800	0	1	0	0	50	0	2448080	3.188273e-01	1
DCAF12	779457	142	39	184480	38560	0	1	0	0	50	1	2414240	3.193691e-01	1
MYBPC2	1038277	491	30	472880	92880	0	2	0	0	50	2	2393840	3.194096e-01	1
ZNF157	792781	NaN	29	210720	34880	0	1	0	0	50	0	2144640	3.198083e-01	1
ACP2	1274054	198	38	176400	38480	0	1	0	0	50	0	2148240	3.231039e-01	1
IVD	880617	184	45	176000	36000	0	1	0	0	50	1	2421200	3.236246e-01	1
ASB6	794813	198	40	175280	30480	0	1	0	0	50	0	2122880	3.246550e-01	1
SKA3	447305	240	43	180080	30800	0	1	0	0	50	1	2127440	3.246859e-01	1
CAMK1D	326642	556	35	168160	28800	0	1	0	0	50	1	2153280	3.257013e-01	1
PRDM8	60915	903	-4	267200	65920	0	1	0	0	50	3	2269360	3.258669e-01	1
SUN5	461222	461	40	162800	27920	0	1	0	0	50	3	2727520	3.269877e-01	1
MATK	2172842	204	36	216640	47840	0	1	0	0	50	0	2827600	3.271161e-01	1
COL9A2	627703	373	18	272960	78400	0	2	0	0	50	3	2383280	3.272403e-01	1
MCRS1	2227486	224	53	197360	41360	0	1	0	0	50	1	2654160	3.283624e-01	1
AADACL4	145424	454	23	163600	34160	0	1	1	0	50	2	2215680	3.291775e-01	1
DPEP2	863919	158	54	194560	45600	0	1	0	0	50	1	2651280	3.294086e-01	1
PPARA	536661	179	24	193680	35280	0	1	0	0	50	1	2549840	3.295649e-01	1
CHST4	443039	600	18	155280	31120	0	1	0	0	50	1	2040160	3.299579e-01	1
MAP2K3	415581	517	-43	146480	27600	0	1	0	0	50	2	2234400	3.313505e-01	1
PSG1	394104	283	-23	176560	36400	0	1	0	0	50	3	2660720	3.315658e-01	1
NME7	270055	491	12	160080	28240	0	1	0	0	50	3	2268320	3.316821e-01	1
PTPN21	154907	686	-6	478240	96640	0	2	0	0	50	1	2787120	3.318632e-01	1
SLC40A1	446631	511	-2	228240	50800	0	1	0	0	50	0	2301440	3.322085e-01	1
MLC1	909819	215	25	153920	34560	0	1	0	0	50	0	1744720	3.323475e-01	1
CLP1	923511	354	15	167120	38640	0	1	0	0	50	1	2206240	3.324422e-01	1
ZSWIM1	725555	209	59	194800	39120	0	1	0	0	50	1	2224480	3.326003e-01	1
CYP2C8	318306	717	-10	204000	37120	0	1	0	0	50	2	2446960	3.330941e-01	1
ZNF446	2179183	270	-4	178000	42320	0	1	0	0	50	3	3024720	3.332346e-01	1
ZNF195	560134	470	28	268160	37440	0	1	0	0	50	1	2718000	3.339712e-01	1
FAM187B	767246	472	7	149280	29600	0	1	0	0	50	1	1849280	3.341504e-01	1
SLC39A7	1474628	377	24	187280	42800	0	1	0	0	50	3	2713680	3.343376e-01	1
IGFBP3	146330	623	8	118800	26800	0	1	0	0	50	2	2267440	3.344739e-01	1
DLX2	534370	295	34	128960	30240	0	1	0	0	50	2	2462880	3.348337e-01	1
CNGA2	126208	NaN	-2	271120	51920	0	1	0	0	50	0	2788880	3.354886e-01	1
PUS3	611330	414	14	198560	34720	0	1	0	0	50	1	2303040	3.364948e-01	1
GAL3ST4	1299015	205	52	187200	47840	0	1	0	0	50	1	2453520	3.365649e-01	1
PRR14	2255010	158	60	225840	62800	0	1	0	0	50	0	2716160	3.365740e-01	1
CDH4	437973	867	-61	368960	81120	0	2	0	0	50	0	1851360	3.377084e-01	1
KLHL3	406828	409	26	245120	46080	0	1	0	0	50	1	2994960	3.400543e-01	1
GRIN2A	109137	922	-9	600320	110560	0	1	0	0	50	0	2660640	3.403364e-01	1
IMP4	369510	593	29	118800	26800	0	1	0	0	50	2	2331840	3.408396e-01	1
RADIL	1009587	523	13	421920	103520	0	2	0	0	50	0	2087120	3.414807e-01	1
SNX20	294632	792	1	142720	33600	0	1	0	0	50	1	2172480	3.417534e-01	1
SEPT6	656561	NaN	61	187760	30320	0	1	0	0	50	1	2271920	3.421008e-01	1
ZFP1	647304	162	19	173680	24080	0	1	0	0	50	4	2579040	3.424449e-01	1
MSR1	53956	947	-48	195440	34640	0	1	0	0	50	0	1903520	3.427778e-01	1
KRT79	1781225	288	27	216560	46160	0	1	0	0	50	0	2241680	3.444625e-01	1
MAPKAPK2	477806	261	32	173840	33360	0	1	0	0	50	1	2144080	3.461610e-01	1
CHST2	319752	591	25	199920	54960	0	1	0	0	50	1	3188240	3.471337e-01	1
EIF2AK2	603425	281	27	236160	38400	0	1	0	0	50	0	2156560	3.475736e-01	1
RXRG	291474	623	-10	196560	40720	0	1	0	0	50	1	2320240	3.484537e-01	1
FCRL1	113186	829	26	186480	36880	0	1	0	0	50	2	2189360	3.496466e-01	1
SLC5A12	52729	921	-8	251920	54160	0	1	0	0	50	1	2655280	3.504057e-01	1
SLC2A8	700547	270	42	186720	48800	0	1	0	0	50	1	2601360	3.516610e-01	1
BTBD7	321756	407	31	465760	95520	0	1	0	0	50	2	2597760	3.524519e-01	1
LRRIQ3	58597	1188	-18	265760	38400	0	1	0	0	50	1	2606320	3.531401e-01	1
RNPEPL1	837485	485	35	200560	42800	0	1	0	0	50	0	2170880	3.549041e-01	1
KRT32	1445853	325	-22	182960	36720	0	1	0	0	50	1	2200160	3.549703e-01	1
ELTD1	74049	903	-17	289920	50720	0	1	0	0	50	0	2510880	3.552560e-01	1
MEN1	2261775	230	61	243600	57840	0	1	0	0	50	0	2711120	3.557934e-01	1
USP13	361278	589	12	364080	63760	0	1	0	0	50	2	2066080	3.559187e-01	1
EYA3	827177	316	28	242000	44400	0	1	0	0	50	1	2390880	3.576587e-01	1
SF3A2	1603571	240	27	179760	48560	0	1	0	0	50	2	2603280	3.601710e-01	1
SBK2	1094560	399	4	133040	35600	0	1	0	0	50	0	1664960	3.604452e-01	1
CADM3	99569	785	14	176720	36880	0	1	1	0	50	1	2029840	3.610235e-01	1
ETS1	215125	644	28	215840	36640	0	1	0	0	50	0	2044640	3.612429e-01	1
B4GALNT2	868792	346	21	232240	49520	0	1	0	0	50	0	2277840	3.615010e-01	1
SLC35F3	277114	649	1	197200	42960	0	1	0	0	50	0	2071360	3.616387e-01	1
CUEDC1	873797	222	6	159120	32400	0	1	0	0	50	1	2202160	3.616746e-01	1
FOXF2	114944	481	14	171360	42880	0	1	0	0	50	0	2279120	3.617272e-01	1
CACNA1D	514645	578	42	925360	170000	0	2	0	0	50	0	2300960	3.624123e-01	1
GPC5	12353	1007	-9	233680	45840	0	1	0	0	50	1	2534400	3.630720e-01	1
KLHL31	306333	404	20	254480	51600	0	1	0	0	50	0	2590640	3.650031e-01	1
PDS5B	243309	471	50	615440	101360	0	1	0	0	50	1	2787840	3.653232e-01	1
GABRE	127993	NaN	-10	208560	40240	0	1	0	0	50	3	2880640	3.667639e-01	1
WDR34	1891397	197	41	212240	51280	0	1	0	0	50	1	2599760	3.691766e-01	1
ADAD2	582429	364	12	260000	66080	0	1	0	0	50	0	2701280	3.699412e-01	1
ALG1	552298	419	3	191840	39360	0	1	0	0	50	1	2218960	3.712878e-01	1
C1orf94	28616	907	16	240080	51280	0	1	0	0	50	2	2638960	3.720017e-01	1
ANO10	106227	518	29	278800	46160	0	1	0	0	50	1	2662320	3.729849e-01	1
HDLBP	1287793	317	29	526720	99040	0	2	0	0	50	1	2597040	3.752278e-01	1
PSAP	765338	182	40	223360	39520	0	1	0	0	50	0	1987120	3.754917e-01	1
SLC12A7	639628	424	31	437680	97680	0	1	0	0	50	0	2000000	3.755659e-01	1
CYP17A1	883280	188	44	207760	41040	0	1	0	0	50	1	2203120	3.760722e-01	1
FBXO46	929036	203	43	229520	61040	0	1	0	0	50	0	2613680	3.765493e-01	1
STIP1	1602391	278	57	233920	35520	0	1	0	0	50	1	2453760	3.766602e-01	1
PPP1R15A	1766061	211	34	264400	61200	0	1	0	0	50	0	2412080	3.769384e-01	1
SLC22A14	301168	437	22	240640	51040	0	1	0	0	50	1	2480400	3.778560e-01	1
GRHL2	424003	399	36	267280	42800	0	1	0	0	50	0	2364960	3.781746e-01	1
ADAMTS10	622624	214	-14	447280	98000	0	1	0	0	50	1	2453760	3.786311e-01	1
KRT31	1321356	424	-6	171280	33040	0	1	0	0	50	1	1927840	3.798227e-01	1
C1orf127	702484	307	33	319120	84080	0	1	0	0	50	0	2919760	3.799899e-01	1
DCP1B	232517	618	29	249600	52480	0	1	0	0	50	0	2128400	3.805070e-01	1
NPEPL1	1026997	504	15	188800	45440	0	1	0	0	50	1	2222960	3.806162e-01	1
TSC22D4	1479297	186	60	149360	42640	0	1	0	0	50	2	2074560	3.811365e-01	1
FLRT1	NaN	NaN	NaN	260720	63920	0	1	0	0	50	4	4559680	3.826690e-01	1
TBL2	955146	171	48	181360	37520	0	1	0	0	50	2	2560560	3.829025e-01	1
P2RY2	554585	189	59	143520	38560	0	1	0	0	50	2	2375120	3.830015e-01	1
ANGPT4	824412	579	36	208160	39040	0	1	0	0	50	1	2253760	3.831001e-01	1
TOX3	62431	993	-53	245920	47840	0	1	0	0	50	0	2082080	3.834650e-01	1
PMPCA	1413299	233	44	214080	46720	0	1	0	0	50	2	2765360	3.835386e-01	1
USP49	429516	341	40	253840	56400	0	1	0	0	50	0	2595360	3.836933e-01	1
YAP1	456821	327	-14	204960	44480	0	1	0	0	50	1	2244240	3.840064e-01	1
FMO3	395042	1004	-11	221600	39360	0	1	0	0	50	2	2400480	3.847055e-01	1
ACSM4	1157790	439	27	239920	46640	0	1	0	0	50	1	2360960	3.847549e-01	1
IRAK3	239871	696	4	252240	41680	0	1	0	0	50	1	2391680	3.864200e-01	1
TRPM7	325708	250	23	786720	133280	0	1	0	0	50	0	2819600	3.870290e-01	1
DCAF11	992350	355	19	227440	44080	0	1	0	0	50	1	2479600	3.874589e-01	1
GPR83	299664	704	-13	169280	36160	0	1	0	0	50	2	2078400	3.876346e-01	1
MPP1	1741051	NaN	3	198640	34800	0	1	0	0	50	4	2714320	3.879300e-01	1
ESR1	221347	568	0	243280	47920	0	1	0	0	50	0	2220800	3.887894e-01	1
ZNF527	228816	939	-63	260800	34560	0	1	0	0	50	0	1968800	3.892526e-01	1
TRIM4	1559879	391	36	205520	38800	0	1	0	0	50	1	2157600	3.903459e-01	1
NGFR	971109	303	31	169280	39360	0	1	0	0	50	2	2608320	3.903531e-01	1
MYBPC3	1189866	245	45	522320	110640	0	1	0	0	50	3	3314720	3.905735e-01	1
ASB10	611046	337	38	214960	56560	0	1	0	0	50	0	2130720	3.910013e-01	1
OCLN	502559	312	32	216880	39280	0	1	0	0	50	1	1920080	3.919430e-01	1
DDHD2	734603	277	44	309680	52560	0	1	0	0	50	0	2436240	3.920597e-01	1
C14orf39	325446	618	0	258320	34800	0	1	0	0	50	2	2394720	3.920735e-01	1
TMEM2	235852	312	-7	570880	108160	0	2	0	0	50	1	2499040	3.921377e-01	1
NOTUM	3814891	211	28	201920	43040	0	1	0	0	50	0	2106880	3.926004e-01	1
PLEKHM3	331278	370	20	314480	55120	0	1	0	0	44	0	2588640	3.939386e-01	1
SERPINA9	278548	858	13	175600	36240	0	1	0	0	50	3	1890640	3.939592e-01	1
FAM161A	758678	249	34	276480	44320	0	1	0	0	50	0	2204080	3.945808e-01	1
SERPINA3	316239	858	10	172480	33600	0	1	0	0	50	3	2080560	3.946095e-01	1
GGA2	525761	628	36	253840	51440	0	1	0	0	50	0	2154640	3.956144e-01	1
BICD1	387398	460	23	404080	70480	0	1	0	0	50	0	3307360	3.959315e-01	1
ZNF503	173705	547	13	239280	71920	0	1	0	0	50	0	2655440	3.964726e-01	1
UAP1L1	1951939	202	40	201920	47360	0	1	0	0	50	1	2521600	3.977388e-01	1
MYO1F	674374	214	-7	455760	89040	0	2	0	0	50	1	2402640	3.982937e-01	1
FUS	1250318	351	26	218480	43440	0	1	0	0	50	2	2570160	3.999980e-01	1
APEH	1551582	271	48	303440	61840	0	1	0	0	50	0	2593280	4.000434e-01	1
ANKAR	408508	452	20	601440	102080	0	1	0	0	50	2	2749360	4.018719e-01	1
AZI1	1748003	243	28	442320	92560	0	2	0	0	50	2	2687440	4.025056e-01	1
CASC3	1537878	156	32	280560	65680	0	1	0	0	50	0	2516800	4.026238e-01	1
GLP1R	188770	730	34	191920	38800	0	1	0	0	50	2	2347600	4.034477e-01	1
CSGALNACT1	171847	356	17	220160	39520	0	1	0	0	50	1	2129360	4.043679e-01	1
UNC5CL	134733	565	32	209520	44720	0	1	0	0	50	2	2593680	4.044178e-01	1
ABHD8	842088	211	43	171680	42080	0	1	0	0	50	2	2538720	4.047802e-01	1
RUNX1	164915	429	45	195600	47600	0	1	0	0	50	1	2417840	4.075462e-01	1
CPNE6	992350	355	19	230320	47760	0	1	0	0	50	1	2479600	4.078297e-01	1
CDC40	132627	636	19	247040	40640	0	1	0	0	50	2	2330800	4.079862e-01	1
ZNF555	1287128	291	27	262800	41040	0	1	0	0	50	2	2491120	4.083588e-01	1
SCARB1	1090766	206	35	226800	44880	0	1	0	0	50	0	1939520	4.085461e-01	1
SGSM1	365627	308	-21	478960	88560	0	1	0	0	50	2	2494560	4.087868e-01	1
LRFN3	984653	303	21	231600	71600	0	1	0	0	50	0	2483200	4.098744e-01	1
ITPKB	508274	407	19	372400	86000	0	1	0	0	50	3	2221040	4.099680e-01	1
PPP2R5D	1200368	259	40	253840	45520	0	1	0	0	50	2	2668880	4.102552e-01	1
HSD11B1L	879991	295	21	144960	37920	0	1	0	0	50	2	2324320	4.128693e-01	1
NFX1	909394	141	38	491040	80640	0	1	0	0	48	3	2535040	4.148182e-01	1
GABRD	1252791	279	38	181920	40960	0	1	0	0	50	2	2586720	4.167300e-01	1
ST3GAL3	939679	230	33	185600	35680	0	1	0	0	50	2	2201840	4.167402e-01	1
DEAF1	1774224	236	57	226160	52560	0	1	0	0	50	0	2110080	4.168460e-01	1
DPCR1	2483101	261	36	540160	130240	0	3	1	0	50	2	2435440	4.178209e-01	1
ZBTB7B	1612870	224	35	209760	50720	0	1	0	0	50	1	2125920	4.186390e-01	1
SLC6A12	321580	557	28	253280	50880	0	1	0	0	50	2	2657040	4.192024e-01	1
GSR	488347	242	40	212320	46720	0	1	0	0	50	0	1821200	4.196854e-01	1
EPC2	91724	642	7	337760	58720	0	1	0	0	50	1	2891440	4.208411e-01	1
PRKAG2	600611	437	20	234640	48560	0	1	0	0	50	2	2544240	4.214516e-01	1
ALDH1A3	378556	374	0	210480	43440	0	1	0	0	50	1	2066320	4.214635e-01	1
MRVI1	755456	391	21	368080	78320	0	1	0	0	50	1	3440720	4.219749e-01	1
SLITRK3	26494	1315	-17	389200	80880	0	1	0	0	50	0	2830800	4.226213e-01	1
FOXP2	42204	828	-13	326400	54240	0	1	0	0	50	2	3097520	4.229937e-01	1
GJA1	60722	773	-23	154880	29600	0	1	0	0	50	5	2251520	4.234243e-01	1
KCNK13	300869	604	12	161840	35120	0	1	0	0	50	3	2265840	4.236656e-01	1
CD109	706356	215	15	602720	111840	0	1	0	0	50	1	2298800	4.248329e-01	1
CAT	653478	256	23	220960	40480	0	1	0	0	50	2	2266160	4.262171e-01	1
CDH18	4731	1195	-17	325600	60480	0	1	0	0	50	1	2743680	4.289866e-01	1
PITPNM2	1122735	196	44	544880	118480	0	1	0	0	50	0	2132800	4.289921e-01	1
BEST3	499701	394	14	274480	52400	0	1	0	0	50	1	2225360	4.294681e-01	1
F7	789162	285	14	189680	39920	0	1	0	0	50	2	2416240	4.316976e-01	1
SQSTM1	1610057	359	38	179280	37200	0	1	0	0	50	2	2101840	4.318741e-01	1
CHMP7	490797	288	41	186480	37200	0	1	0	0	50	2	1975760	4.334809e-01	1
TBC1D15	219208	563	-9	315440	48080	0	1	0	0	50	1	2516560	4.344587e-01	1
TF	489558	523	26	294400	51360	0	1	0	0	50	0	2110800	4.348974e-01	1
SETX	888858	429	36	1109520	191280	0	2	0	0	50	1	2587120	4.357355e-01	1
SHPK	504736	354	20	188400	45520	0	1	1	0	50	4	2625600	4.358457e-01	1
NFE2L2	372300	145	36	250880	42560	0	1	0	0	50	2	2118160	4.363807e-01	1
PCK2	992350	355	19	266880	60960	0	1	0	0	50	1	2479600	4.375372e-01	1
XKR4	93897	925	-13	258240	55840	0	1	0	0	50	1	2585840	4.383390e-01	1
ARAP3	771583	353	25	618480	143600	0	1	0	0	50	1	2622000	4.386394e-01	1
LRRC4B	762018	517	35	271760	72240	0	1	0	0	50	0	2584960	4.390477e-01	1
SLC30A1	380154	236	22	200080	44400	0	1	0	0	50	3	2235280	4.402431e-01	1
ATF6B	2170336	224	32	281120	68000	0	1	0	0	50	2	3024400	4.413690e-01	1
THSD4	312827	505	3	417680	82000	0	1	1	0	50	2	2118400	4.418813e-01	1
SLCO2B1	752269	449	48	284480	64640	0	1	0	0	50	1	2566160	4.420945e-01	1
SPAG16	38908	1199	-3	269920	45600	0	1	0	0	50	1	2122560	4.431017e-01	1
C2orf16	1192670	306	41	792480	160640	0	1	1	0	50	2	3368000	4.435073e-01	1
DNER	253305	456	-3	303200	58720	0	1	0	0	50	0	2291040	4.437060e-01	1
SNX18	68402	643	7	284240	58640	0	1	0	0	50	1	2917360	4.437778e-01	1
LRRC16A	247903	576	28	576000	105600	0	1	0	0	50	2	2512480	4.449097e-01	1
PYGL	388112	431	28	355280	63920	0	1	0	0	50	0	2555760	4.452808e-01	1
FAM71A	409070	224	26	232240	53360	0	1	0	0	50	3	2428480	4.458654e-01	1
ADRBK2	149272	580	-13	298960	44560	0	1	0	0	50	1	2483440	4.459320e-01	1
LONRF3	571717	NaN	27	309040	62480	0	1	0	0	50	0	2456960	4.459870e-01	1
BAZ2A	2782714	164	50	767840	164960	0	1	0	0	50	1	3029840	4.501019e-01	1
PHLDB1	1404506	161	46	544560	130960	0	2	0	0	50	2	2702480	4.502458e-01	1
GLB1L	694442	193	44	269840	54800	0	1	0	0	50	3	2646320	4.508820e-01	1
CCDC8	1099113	393	25	209600	49120	0	1	0	0	50	2	2400560	4.521427e-01	1
SIK3	421847	300	34	523200	98560	0	1	0	0	50	1	2018080	4.521531e-01	1
PRKD1	23615	1041	-39	378640	70480	0	1	0	0	50	0	2690320	4.524397e-01	1
TAF1C	582429	364	12	337520	88400	0	1	0	0	50	0	2701280	4.524926e-01	1
CRISPLD2	444452	243	21	209920	38080	0	1	0	0	50	3	2221920	4.535262e-01	1
AMOTL2	303429	189	21	308960	71680	0	1	0	0	50	1	2764880	4.538599e-01	1
MORC2	763716	303	37	401680	79120	0	1	0	0	50	0	2983600	4.540020e-01	1
ZNF423	105426	876	-16	533920	88000	0	2	0	0	50	1	2980000	4.544316e-01	1
OSGIN1	387177	550	-6	220320	52800	0	1	0	0	50	0	1688400	4.545647e-01	1
ALPL	547986	297	42	215680	42720	0	1	0	0	50	1	1964480	4.545953e-01	1
PCDHGB4	662513	568	2	367600	79600	0	1	0	0	50	0	2817600	4.549557e-01	1
COL2A1	374433	246	47	582160	166000	0	1	0	0	50	0	2052480	4.551980e-01	1
VWA5A	177269	744	-11	326800	62160	0	1	0	0	50	1	2433360	4.562365e-01	1
SLC19A1	422182	618	40	226480	60880	0	1	0	0	50	1	2340560	4.577063e-01	1
VWA2	290609	437	21	286400	69120	0	1	0	0	50	1	2567440	4.578535e-01	1
TNFRSF8	517022	191	35	241040	54320	0	1	0	0	50	1	2199920	4.589350e-01	1
PI4K2A	514755	143	54	194880	40960	0	1	0	0	50	2	2255520	4.618438e-01	1
LRFN1	1793696	252	31	286000	85200	0	1	0	0	50	0	2693920	4.629871e-01	1
PDIA5	468830	360	44	222960	36880	0	1	0	0	50	2	1947840	4.636296e-01	1
CDC27	955548	395	18	349920	60480	0	1	0	0	50	1	2518320	4.646955e-01	1
FBXW7	117295	501	51	349440	63360	0	1	0	0	50	1	2621040	4.647399e-01	1
ADAMTSL1	313133	527	-18	712880	151600	0	2	0	0	50	1	2873120	4.659285e-01	1
NR3C1	138106	270	41	325680	61360	0	1	0	0	50	1	2262160	4.660881e-01	1
ZSCAN1	1187584	694	-42	161280	36960	0	1	0	0	50	2	1816240	4.666644e-01	1
ARMCX2	300391	NaN	31	241680	62160	0	1	0	0	50	4	2802720	4.678503e-01	1
SNAPC4	1194160	258	28	580480	139520	0	1	0	0	50	0	1970400	4.685654e-01	1
ZNF442	1744621	671	-8	265360	38640	0	1	0	0	50	4	2664400	4.702738e-01	1
CBX2	633863	209	31	253440	60640	0	1	0	0	50	1	2198960	4.713711e-01	1
SIM2	451019	447	47	284400	64560	0	1	0	0	50	2	3060000	4.715702e-01	1
PLCB2	851107	167	36	496960	92160	0	2	0	0	50	2	2250400	4.720273e-01	1
KLHL26	1397040	222	33	240800	56480	0	1	0	0	50	1	2668240	4.721418e-01	1
